content,label
Cho mình màu xanh size 160 nhé shop,ordering
"Ship cho mình cái màu xanh size 150 đến địa chỉ P1609 toà B chung_cư 789 Mỹ_Đình 1 , Nam Từ_Liêm , Hà nội. Điện thoại 0904310277 . Thanh_toán khi nhận hàng bạn nhé .",ordering
"Mai ơi , của chị có 1 trần trám , 2 áo len tăm size tổng tiên 1610000 . Ship cho chị luôn đi",ordering
 Bạn ship cho mình 5 cốc trà sữa bạc hà size lớn add topping chân trâu sợi+ thạch cafe .,ordering
Áo nam hay nữ vậy ạ ? Áo nam thì shop ship cho em 1 áo ghi size 150 ,ordering
c muon dat size L,ordering
cho thêm 1 trà chanh đá size s,ordering
 Làm cho em 1 ly yakul xoài size m có thêm thạch matcha tý 9h e về qua lấy dkd k ạ .,ordering
Cho chị order 1 set size S màu nâu nhé .,ordering
Cháu đăt cho cô áo sơ_mi kẻ vàng size m nhé,ordering
1 mocha nóng size regular,ordering
Mình lấy áo này size S.0983153019,ordering
"cho mình màu nâu size S , mẹ mình cao 1m5 chắc mặc size S vừa",ordering
 Bạn ơi ship cho mình 1 trà sữa bạc hà size M nhiều trân châu nha .,ordering
"chị ui!để luôn cho em1 đỏ mận size S , nâu size XS!nhớ nhớ đó!xong ship luôn vào đống adidas cho em nhé",ordering
cho mình 1 chocolate đá xay size m,ordering
" Bạn ơi ship cho mình 3 cốc trà sữa 3 anh em, 70% đường, size M .",ordering
cho tôi một cốc capuchino size vừa,ordering
mình dặt áo cam size m ,ordering
"cho em cái màu xanh size M ạ , xanh nhạt ý ạ",ordering
cho mình 1 cà phê đen đá size s và 1 cà phê đen đá size m vào đơn hang,ordering
cho một toffee hạnh nhân size s,ordering
" ok 3 toco panda, large size .",ordering
"Đặt cho mình 1 quần này size xl nhé , cho mình số tài khoản mình chuyển khoản nhé",ordering
cho 2 cà phê sữa đá size small và 2 ly cà phê sữa đá size regular,ordering
 trà sữa 3 anh em size M .,ordering
cho một trà đen váng sữa size s,ordering
cho mình 1 trà nho đen nóng size small và 1 trà nho đen nóng size regular,ordering
cho một trà đào cam sả size l,ordering
 em đặt 3 trà sữa vị trà xanh size vừa ak .,ordering
"cho mình 1 espresso size small, và 1 espresso sz regular",ordering
1 mojito chanh tươi size regular,ordering
 2 size l.1 size m nhé .,ordering
Cho minh mau hong size M ban nhe !,ordering
 1 trà sữa bánh pudding size L nha bạn .,ordering
"Cho mình đặt NAVY size M nhé . Ship số 1 Quang_Trung , Hànội .",ordering
cho 1 cốc cookies đá xay size lớn đến 83 duy tân hà nội,ordering
1 espresso đá   size regular,ordering
Mình muốn lấy 1 áo size 140 không màu blue . Phòng vé 1 quang trung hoàn kiếm hà nội 0989998575,ordering
Cho chị cái Gray size XL nhé,ordering
Có size xxl rộng vì mới đẻ . Cho mình hai chiếc được không ? Màu_da và màu tím ,ordering
"Mình đặt cái này màu xanh , size 53 nhé",ordering
1 latte nóng size regular,ordering
 Cho e  một hồng trà kem phô mai size m vs ạ .,ordering
cho mình một mocha size small và 1 mocha size regular,ordering
Minh muon dat Cái này size 140cm ,ordering
ban oi minh oder 1 cai màu trắng size 32 của nữ nhe,ordering
cho một trà đào cam sả size m,ordering
" Trà sữa ba anh em , size L .",ordering
cho một cốc lattee nóng size nhỏ,ordering
"cho chị đặt bộ mẫu hoa vàng , size L , mang qua 17 Ngô_Quyền nhé",ordering
" ship cho e 2ly như hình ạ,size cũg giống nha ạ .",ordering
Cho mình cái này size S nhé .,ordering
Tớ đặt một đôi size 37 nhé bạn Nhật_Quang,ordering
Bạn ship cho mình 2 cốc trà sữa size L cho mình đến sô 6b ngõ 90 Hoa Bằng.,ordering
 Mình muốn mua 5 cốc trà sữa vị hokkaido size L .,ordering
3 cốc Espresso Nóng size small,ordering
cho một trà xanh size m,ordering
1 sinh tố dâu ổi size regular,ordering
cho một cốc latte nóng size nhỏ,ordering
cho một black tea macchiato size small,ordering
Cho mình đặt 1 chiếc màu xanh navy size XL nhé,ordering
1 mocha đá size regular  ,ordering
Ban oi minh dat 1 Chiec size L nhe,ordering
cho mình order 1 set mầu trắng cổ tròn size M ,ordering
"Đặt cho cô áo_khoác lông cừu nữ size s màu tím nhé , link áo không vào được đâu",ordering
cho mình 1 black tea macchiato size small,ordering
Cho mình đặt 1c nhé .,ordering
Mình lấy 1cái này màu như hình size 150 nhé!0982948084,ordering
cho thêm 1 latte đá size medium vào đơn hàng,ordering
Shop cho mình 1 màu mận size S nhé . Mui Nguyen_Thi có mua áo này k ?,ordering
 3 cốc 3 anh em size M .,ordering
"Chị đặt một cái green này nhé , size M_Thanks em",ordering
1 soda việt quất size regular,ordering
"Bạn ơi mình chuyển khoản cho bạn rồi nhé. mình lấy 1 màu ghi, 1 màu xanh tím_than size M nhé.số điện thoại 0986231568",ordering
cho một latte nóng size nhỏ,ordering
"Chị ơi , còn sale không ạ . Em lấy 1 màu trắng , size 160 ",ordering
Cho mình đặt 1 áo navy size M nhé,ordering
Đặt size 35 màu đen shop,ordering
cho một cốc cà phê đen nóng size vừa đến 74 duy tân,ordering
"Shop ơi , cho tớ order 2 chiếc áo lông cừu , màu hồng và màu đen đều size s ",ordering
"bạn ơi 2 cái navy sai M và 1 cái navy size XL, bạn nhé số điện thoại của mình là 0985955858 có gì thì bạn nhắn lại vào facebook cho mình nhé , áo trần trám cho nam bạn nhé",ordering
Thiên_Bình order cho minh cái áo màu hồng size S đi,ordering
Cho mình size L ,ordering
cho mình 1 trà chanh đá size regular và 1 latte đá size regular,ordering
 Tất cả đều size M nhé  ,ordering
cho một trà đen váng sữa size s,ordering
1 espresso sữa nóng size regular,ordering
 3 cốc boba size m nhé .,ordering
cho mình 1 chocolate đá xay size m,ordering
Shop ship cho em cái này size M nhé,ordering
1 toffee hạnh nhân nóng size regular,ordering
cho mình thêm 1 trà nho đen size m,ordering
1 caramel đá xay size regular,ordering
1 mocha hạnh nhân đá size regular,ordering
cho minh dat cai size S mau hong nhe,ordering
cho mình 1 cà phê sữa đá size small và 1 cà phê sữa đá size regular,ordering
cho thêm 1 trà đào cam sả size small,ordering
" Cho e 1 trà xanh chanh quất mật ong,tsữa dưa gang,yaku xoài size lớn hết .",ordering
1 cookies đá xay size regular,ordering
tớ 1 áo khoác chống nước màu navy size m,ordering
"sample: [Làm cho em 1 ly trà đào cam sả size m có thêm thạch matcha tý 9h e về qua lấy dk k ạ,Làm cho em 1 ly trà đào cam sả size m có thêm thạch matcha tý 9h em về qua lấy được không ạ]",ordering
"Cho mình 1 đỏ size m nhé , Việt_Nhung",ordering
1 tách Americano Đá size small,ordering
Em đăng_ký 1cái size 110 màu cam ạ,ordering
1 mojito chanh dây size regular,ordering
 ship em 1 trà sữa bạc hà pudding size L đến số nhà 8 nghách 60 ngõ 157 chùa láng với ạ .,ordering
Cho chị order cái này màu ghi size S ,ordering
cho 1 ly latte đá size regular đến 72 duy tân,ordering
 size L nhé .,ordering
 Tất cả đều size m .,ordering
Mình muốn lấy đôi này size 37 màu nâu .,ordering
 Vậy thêm 1 cốc trà sữa boba nữa cũng size M nhá .,ordering
1 mocha đá size regular  ,ordering
Cho một cốc americano đá size small,ordering
"Đặt cô 2 áo 2 màu giá 749y ấy nhé , size 75A ",ordering
Cho mình 1 cái màu xanh size 160 ,ordering
cho 2 cà phê sữa đá size small và 2 ly cà phê sữa đá size regular,ordering
 1 dâu size m .,ordering
 Mình mua 2 cốc size lớn .,ordering
cho mình 1 latte đá size small và 1 latte đá size regular,ordering
Còn order được hồng nhạt size S không chị,ordering
Cho minh dat size 160 mau xanh nhe,ordering
Minh muon lay 1 ao size 140 k mau blue . Pve 1 quang trung hk hn 0989998575,ordering
Shop ship cho mình áo này size m với.số điện thoại 0982933589 nhé,ordering
 1 trà sữa kim cương đen okinawa size M. 1 toco socola sizeM . 1 mứt việt quất sữa chua đá say .,ordering
1 hazelnut đá xay size regular,ordering
 Đều size M hết .,ordering
cho thêm 1 americano nóng size small,ordering
E đặt 2 cái,ordering
Mình cũng hay mặc size S nhưng muốn mua áo màu cam đc ko b?mình là nữ,ordering
"sample: [chị ơi, làm cho em 1 soda việt quất sz S,chị ơi, làm cho em 1 soda việt quất size S]",ordering
"Mình order 1 size L mầu navy , 1 size s màu đen . Đăng_ký chuyển khoản thế_nào bạn ?",ordering
1 hazelnut đá xay size regular,ordering
"Mình đặt màu hồng đậm size 120 bạn nhé , có phải đặt tiền trước không bạn",ordering
cho một toffee hạnh nhân size s,ordering
cho 1 mojito chanh leo size small,ordering
 Cho mình 1 trà sữa kim cương đen size M thêm chân châu nhé .,ordering
"Huyen_Vu ơi , order cho em bộ xanh size s : )",ordering
"cho mình áo màu đen, áo bomber size m",ordering
1 mocha đá xay size regular,ordering
 Bạn ship cho mình 2 cốc trà sữa size L cho mình đến số 6b ngõ 90 Hoa Bằng .,ordering
Shop oi e dat cai den size 160 va mau kem nhe,ordering
 Ship cho mình 3 hộp trà sữa kim cương đen size L đến 116 chùa láng nhé .,ordering
ship giúp c 1 áo màu xám + 1 áo màu vàng size M nhé_c đã inbox sdt & địa_chỉ e rồi,ordering
 nneus chư alafm làm size l .,ordering
Cho mình 1 đỏ 1 xanh navy không mũ size 150 nhé . Shop đặt hộ mình không lại hết . Lần trước đã bị hụt rồi,ordering
1 espresso sữa nóng size regular,ordering
Mua 1 áo màu hồng size nhỏ ,ordering
Áo này size M_Đặt được không ạ ?,ordering
"Cho em đặt áo này màu trắng , size S với ạ , muốn qua shop đặt cho nhanh mà đúng hôm shop chia hàng , huhu",ordering
Mình lấy 2 cái 1 màu ghi 1 màu xanh tím_than nhé size M ,ordering
1 caramel machiato nóng size regular,ordering
Cho mình 1 áo vàng size M ,ordering
"C đặt áo hồng bé gái size 140 nhé đặt luôn hộ c ko hết hàng . C thấy thông_báo mua 3 ngày hôm_nay ko pải đặt_cọc mà , đặt hộ c luôn nhé",ordering
cho một toffee hạnh nhân nóng size s,ordering
" cho chị 1 cốc trà sữa 3 anh em, size M, ít đá ít đường nhất có thể .",ordering
"Bichngoc_Nguyen đặt hộ anh 1 áo size L , black , link dưới thấy vẫn còn",ordering
"mình đặt áo màu navy cho nam 2 cái size M và 1 cái size XL , 2 cái áo nữ màu navy size L thì giá cụ_thể là bao_nhiêu và mình phải đặt tiền như_thế_nào trước cho bạn 50 % àh",ordering
 hai cốc đều size L và có trân châu nhé,ordering
1 trà hoa đậu biếc macchiato size regular,ordering
 B ơi ship cho m 1 trà sữa bạc hà size M nhiều trân châu nha .,ordering
cho em đặt 1 cái với Tuấn_Anh Nguyễn,ordering
Cho mình đặt size L nhé,ordering
2 cốc Espresso Đá size regular,ordering
cho một latte nóng size regular,ordering
cho 2 trà nho đen đá size m đến 87 duy tân,ordering
1 nước cam tươi 100% size regular,ordering
cho mình đặt cái size S màu hồng nhé,ordering
cho 4 cốc latte nóng size nhỏ,ordering
 Còn lại size M hết bạn nhé .,ordering
"bạn ơi tóm lại mình lấy 4 cái , 2 màu như trên , 1 màu hồng nhạt và 1 màu hoa đậm ( màu xanh ) .Tất cả đều size m nhé bạn . Tầm 1h mình làm về mình chuyển khoản rùi nhắn địa chỉ . thanks bạn",ordering
1 matcha đá xay size regular,ordering
" ok 3 toco panda, large size .",ordering
 Mình muốn mua 5 cốc trà sữa vị hokkaido size L .,ordering
Mình lây ao mau cam size 110 / 0932251988,ordering
cho thêm 1 trà đào cam sả size small,ordering
Thêm đôi này size w9/25cm nữa,ordering
Đặt cô 1 đôi size 42 đi nhé,ordering
1 caramel đá xay size regular,ordering
" Cho m 1 trà sữa hokkaidou thêm nhân lô hội. 1 matchiato matcha, 1 yakult xoài. Đều sz M ạ. .",ordering
"1 size S ( có màu gì thì lấy nhé ) , Thanh_Mai_Phan , 1466360010063733 , 2014-11-14 09 : 13 : 49 , 0 844672802221453_847655081923225 , 625561674132568_844672802221453 , , còn đặt được không bạn",ordering
cho một trà đào cam sả size s,ordering
 Ship cho mình 1 trà sữa milk tea size m thêm nhân rau câu nhé. .,ordering
mình đặt 2 cái 1 hồng đậm 1 xanh nhé size 160 nhé,ordering
" Cho em 1 trà xanh chanh quất mật ong,trà sữa dưa gang,yaku xoài size lớn hết .",ordering
 - cho em 1 trà sữa hoàng gia size to và 1 đĩa nem rán .,ordering
cho mình 1 americano size small và 1 americano size medium,ordering
"chị ơi , em muốn lấy 1 cái này size 90 màu nâu ah",ordering
cho mình 1 trà sữa size s,ordering
cho một trà xanh size m,ordering
ship cho mình 1 caramen macchiato và 1 mocha đá size s đến 82 duy tân nhé,ordering
1 cà phê sữa đá   size regular,ordering
 3 cốc 3 anh em size M .,ordering
1 latte nóng size regular,ordering
 Mình mua 2 cóc size lớn .,ordering
Shop ơi em đặt cái đen size 160 và màu kem nhé,ordering
 all size M cậu nhé .,ordering
 Vay them 1 cốc trà sữa boba nữa cũng size M nhá .,ordering
cho một cốc cà phê nâu nóng size vừa,ordering
 size M .,ordering
cho mình 1 trà chanh đá size regular và 1 latte đá size regular,ordering
Cho mình 1 cái size M nhé . Thanks shop,ordering
1 tách Cà Phê Đen Đá size small,ordering
 Cho em 3 kim cương đen trân châu đen size L với nha .,ordering
1 sinh tố việt quất size regular,ordering
 2 size l. 1size m nhé ,ordering
"Cho minh 1 cai nay size M nhe , dia chi minh ib_a",ordering
Màu rêu size s 187 giảng võ số điện thoại 0979668266,ordering
cho 7 latte nóng size nhỏ đến 15 duy tân,ordering
Cho minh dat 1 doi size 37 ,ordering
cho một cốc lattee nóng size nhỏ,ordering
Áo này size M_Đặt đc Ko ạ ?,ordering
cho mình 1 latte đá size m,ordering
"Thư ơi , tớ đặt 1 cái cỡ L ( size vietnam ) màu tím nhạt nhé",ordering
1 cappucino nóng size regular,ordering
 cho e 1 trà sữa trà xanh sz M đến 185 tôn đức thắng nhé .,ordering
1 cà phê sữa đá   size regular,ordering
cho một latte nóng size nhỏ,ordering
cho thêm 1 espresso size s,ordering
1 caramel machiato nóng size regular,ordering
 nếu chưa làm làm size l .,ordering
cho 5 cốc latte nóng size vừa,ordering
"Đặt cho mình 1 quần này size xl nhé , cho mình stk mình ck nhé",ordering
Em đặt 1 quần nam dài size nhỏ 52kg,ordering
 Tất cả đều size M .,ordering
Mau reu size s 187 giang vo sdt 0979668266,ordering
1 cappucino đá   size regular,ordering
 cho mình 3 panda size m .,ordering
"Cho C dat bo mau hoa vang , size L , mang qua 17 Ngô_Quyen nhe",ordering
Cho 1 cái này size M nhé,ordering
"Cho minh cai mau cam dang ngan , size xs nhe",ordering
cho mình 1 americano size small và 1 americano size medium,ordering
cho một black tea macchiato size small,ordering
mình muốn đặt Cái này size 140cm,ordering
1 sô cô la đá xay size regular,ordering
 Cho e 1 toco socala với 1 hokaido size M .,ordering
E đặt size M 2 áo xanh còn lại đc k_c . Ship e áo cam kia c nhé . Địa_chỉ : 21 hàng thiếc . Sđt : 01666775552,ordering
1 cookies đá xay size regular,ordering
 thôi làm esize l đi ạ .,ordering
cho một cốc latte nóng size regular,ordering
Cho mình đặt 1 đôi size 37,ordering
 Cho mình 2 trà sữa trân châu hoàng gia size M .,ordering
 em đặt 3 trà sữa vị trà xanh size vừa ạ .,ordering
cho tôi một cốc cà phê nóng size vừa tại 75 duy tân hà nội,ordering
 Ship em 2 cốc hồng trà thêm bánh butding size M .,ordering
t2 cho to 1 cai size M den 46 Tran_Phu_Ba dinh nhe,ordering
1 mocha nóng size regular,ordering
 size L nhé .,ordering
 trà sữa 3 anh em size M .,ordering
"ôi XS hết sạch size rồi à , còn mỗi ghi sáng , cho t1 ghi sáng XS nhé .",ordering
Cho mình đặt size 150 màu hồng được không shop ?,ordering
cho mình quần_đùi đen size m áo cam size m nhé,ordering
Em order đôi đen nè size 37 ạ.Có cần cọc trước không shop ?,ordering
Đặt mãi không được bạn thêm đơn hàng cho mình nhé size L bạn nhé,ordering
"Mình 01 trăng , size S đt : 0901796682",ordering
thứ 2 cho tớ 1 cái size M đến 46 Tran_Phu_Ba dinh nhé,ordering
Ship cho mình size to nhất nhé . Vì hông mình to,ordering
Bichngoc_Nguyen cho anh đặt 1 áo size M màu 24 Brown với nhé,ordering
 hai coc deu size L và có trân trâu nhé,ordering
Chị cho em đặt size S nhé,ordering
 Tất cả đều size M .,ordering
Cho mình 1 quần size M màu đen nhé,ordering
cho một trà đào cam sả size lớn,ordering
size 43 chị chọn 275 nhé,ordering
"Ban oi tom lai Mih lay 4 cai , 2 mau nhu tren , 1 mau hog nhat va 1 mau hoa dam ( mau xanh ) . Tat ca deu size M nhe b . Tam 1h mih lam ve mih ck rui pm d/c . Tks b .",ordering
cho một cốc cà phê đen nóng size vừa đến 74 duy tân,ordering
cho 2 cốc latte nóng size nhỏ đến 75 duy tân,ordering
 Cho em 1 trà sữa hoàng gia size to .,ordering
cho tôi một cà phê sữa nóng size nhỏ,ordering
cho 2 trà nho đen đá size m,ordering
cho 2 trà nho đen đá size m,ordering
" Cho em 1 trà xanh chanh quất mật ong,tràsữa dưa gang,yaku xoài size lớn hết .",ordering
Có cần cọc không chị ơi . Em 47kg lấy size S ạ,ordering
Cho em 1 size M ,ordering
1 cà phê sữa nóng size regular,ordering
Cho tớ cái áo hồng size xs chuyển cùng hàng cho Bich_Ngoc_Le,ordering
 Tất cả đều size m .,ordering
Đặt hộ cô 1 áo nỉ màu gạch size m nhé,ordering
3 cốc Espresso Sữa Đá size regular,ordering
cho 1 mojito chanh leo size small,ordering
Cho mình màu đỏ size m . 0915276175,ordering
 cho mình 3 panda size m .,ordering
 Cho mình size M .,ordering
Đặt giúp mình đôi này size w10/26cm ,ordering
"Tớ order màu hồng cánh_sen size M , đặt được inform tớ chuyển khoản nhé",ordering
"Shop ơi , cho mình đặt 1 cái size XL màu nâu đỏ nhé",ordering
1 cappucino đá   size regular,ordering
cho 2 trà nho đen đá size m đến 87 duy tân,ordering
Chị lấy áo này size130 em nhé,ordering
cho mình 1 black tea macchiato size small,ordering
Nếu còn Mình lấy xanh navy size L nhé,ordering
"ôi XS hết sạch size rồi à , còn mỗi ghi sáng , cho tớ 1 ghi sáng XS nhé .",ordering
1 espresso sữa đá   size regular,ordering
 Và 1 bạc hà size m ít đá và có rau câu ạ .,ordering
cho mình order mẫu xám đậm ( hàng thứ 2 ở giữa ) size M ,ordering
 Ship cho mình 2 trà sữa dâu size M + topping đến 361 cầu giấy được không ạ? .,ordering
1 tách Americano Nóng size small,ordering
cho tôi một cốc cà phê nóng size vừa tại 75 duy tân hà nội,ordering
Nguyen_Ha_Thanh hihi c đặt cho em luôn 1 cái beigi nha size s,ordering
 Đều size M hết nhé .,ordering
1 espresso nóng size regular,ordering
bạn ơi mình order 1 cái màu trắng size 32 của nữ nhé^_^,ordering
Thế lấy size 260 nhé em,ordering
 Cả 3 đều size m b nhé .,ordering
Cho a mua 1 cai mau xanh,ordering
cho mình màu hồng size M bạn nhé !,ordering
Tớ muốn đặt áo bé trai không mũ size 160 ,ordering
 Ship e 2 cốc hồng trà thêm bánh butding size M .,ordering
"sample: [B oi ship cho m 1 matcha trà xanh và 1 latte đá sz S đến số 5 lạc long quân vs ạ,Bạn ơi ship cho mình 1 matcha trà xanh và 1 latte đá size S đến số 5 lạc long quân với ạ]",ordering
 Cho tôi 1 kim cương đen size m .,ordering
 thôi làm em size l đi ạ .,ordering
cho 4 cốc latte nóng size nhỏ,ordering
 Cho e 3 cốc size m tới khách sạn hoàng tử ngõ 62 trần thái tông .,ordering
Ship cho minh size to nhất nhé . Vi hông mình to,ordering
cho thêm 2 nâu nóng size regular nữa nhé,ordering
 - Cho em 1 cốc size nhỏ nữa .,ordering
cho thêm 1 trà chanh đá size s,ordering
Chị đặt màu bạc size M ,ordering
cho mình 1 tách đen nóng và 2 tách nâu nóng size small,ordering
Shop shio cho m áo này size m với.sdt 0982933589 nhé,ordering
" Ship cho m 4 cốc ba anh em size M. 3 cốc 30%đá, 1 cốc 50% đá b nhé .",ordering
 Mình vừa báo lại 5 cốc size m nhé,ordering
 ship cho chị 2 cốc trà sữa size L có trân châu .,ordering
cô Quy đặt 1 chiếc áo sơ_mi 67 blue size L số điện thoại 01678580508,ordering
cho một toffee hạnh nhân nóng size s,ordering
cho tôi thêm 1 cà phê sữa đá   size regular,ordering
cho một trà xanh đá xay size m,ordering
 Còn lại sz M hết b nhé .,ordering
1 tách Americano Nóng size regular,ordering
1 soda việt quất size regular,ordering
Chi lay 3 cai nay size XL nhe,ordering
1 tách Cappucino Đá size regular,ordering
cho mình 1 latte đá size regular và 1 trà đào cam sả  size small,ordering
 Ship cho mình 3 hộp trà sữa kim cương đen sz L đến 116 chùa láng nhé .,ordering
